stock_locate,tracking_number,timestamp,order_reference_number,buy_sell_indicator,shares,price
6963,0,0 days 04:00:00.001313761,11,1,3400,71100
6963,0,0 days 04:00:00.001401480,35,1,12500,70800
6963,0,0 days 04:00:00.001445278,47,-1,4800,71600
6963,0,0 days 04:00:00.001488348,51,-1,12500,71900
6537,0,0 days 04:00:00.002902396,191,1,200,1960100
6537,0,0 days 04:00:00.002919212,195,-1,200,1961300
7428,0,0 days 04:00:00.003215072,1008,1,300,3026000
7428,0,0 days 04:00:00.003234910,1012,-1,300,3035600
7428,0,0 days 04:00:00.005159989,1808,1,300,3025800
7428,0,0 days 04:00:00.005176989,1812,-1,300,3035800
6182,0,0 days 04:00:00.005469842,515,-1,300,83200
8471,0,0 days 04:00:00.005542109,1960,-1,1100,42000
386,0,0 days 04:00:00.005640951,11221,-1,3,19320000
1333,0,0 days 04:00:00.005933158,11297,1,50,622900
3801,0,0 days 04:00:00.006111666,558,1,125,400000
4208,0,0 days 04:00:00.006314360,642,1,100,625700
6729,0,0 days 04:00:00.006358023,615,-1,200,51800
8423,0,0 days 04:00:00.006587247,2412,-1,200,64900
976,0,0 days 04:00:00.006590286,11477,1,1000,121600
8886,0,0 days 04:00:00.006619067,2428,-1,100,110600
1630,0,0 days 04:00:00.007215821,11737,1,5,503500
6596,0,0 days 04:00:00.007231123,735,-1,1000,80000
4946,0,0 days 04:00:00.007248491,739,1,500,112000
7480,0,0 days 04:00:00.007537928,2928,1,600,201000
2159,0,0 days 04:00:00.007786510,11913,1,100000,11
8114,0,0 days 04:00:00.007835579,3076,1,500,90100
3448,0,0 days 04:00:00.007854106,1234,1,100,252400
7345,0,0 days 04:00:00.007958526,3168,1,400,283100
976,0,0 days 04:00:00.008017252,11965,1,1000,118400
4817,0,0 days 04:00:00.008127194,883,-1,500,258800
4724,0,0 days 04:00:00.008250474,903,-1,500,239700
7828,0,0 days 04:00:00.008554846,3516,-1,35,110000
7813,0,0 days 04:00:00.008594439,3520,1,10000,56200
8067,0,0 days 04:00:00.008844777,3540,-1,100,278800
7858,0,0 days 04:00:00.008953496,3544,-1,20000,24400
976,0,0 days 04:00:00.008968884,12225,1,1000,123600
6460,0,0 days 04:00:00.009083314,1235,1,32,143000
6719,0,0 days 04:00:00.009127627,1251,-1,500,264800
7828,0,0 days 04:00:00.009308633,3564,-1,351,89500
7480,0,0 days 04:00:00.009372723,3568,1,9000,198800
1647,0,0 days 04:00:00.009667030,12281,-1,100,263300
6719,0,0 days 04:00:00.009788296,1507,-1,600,261800
3449,0,0 days 04:00:00.009789407,1982,-1,500,274800
8245,0,0 days 04:00:00.009837741,3588,1,20,678800
976,0,0 days 04:00:00.009978728,12317,1,600,125200
8004,0,0 days 04:00:00.009979843,3604,1,1500,87200
7064,0,0 days 04:00:00.010061305,1619,1,500,278900
7480,0,0 days 04:00:00.010496768,3648,-1,9000,204600
4817,0,0 days 04:00:00.010551634,1827,1,500,253100
6081,0,0 days 04:00:00.010579303,1835,-1,250,312900
8248,0,0 days 04:00:00.010751159,3668,-1,300,50000
3202,0,0 days 04:00:00.011259756,2490,1,100,258100
1647,0,0 days 04:00:00.011350373,12445,1,500,255500
519,0,0 days 04:00:00.011387049,12449,1,27,363900
8004,0,0 days 04:00:00.011413469,3728,1,500,89600
6558,0,0 days 04:00:00.011605677,2207,-1,500,105900
2630,0,0 days 04:00:00.011606707,2594,-1,1000,36000
7480,0,0 days 04:00:00.011611050,3740,-1,1000,201900
5270,0,0 days 04:00:00.011747570,2251,1,30,1364500
8686,0,0 days 04:00:00.011825990,3760,-1,10000,5400
8004,0,0 days 04:00:00.012634546,3852,1,1000,89500
2582,0,0 days 04:00:00.013017873,2922,1,250,200000
5901,0,0 days 04:00:00.013076846,2791,1,500,167900
5270,0,0 days 04:00:00.013146442,2815,1,40,1364500
7887,0,0 days 04:00:00.013206597,3880,-1,750,89000
7813,0,0 days 04:00:00.014000676,3940,1,15000,56000
801,0,0 days 04:00:00.014076342,12777,-1,500,32700
801,0,0 days 04:00:00.014136329,12785,-1,1000,34400
720,0,0 days 04:00:00.014147214,12789,-1,1000,55600
801,0,0 days 04:00:00.014158705,12793,-1,500,33300
7813,0,0 days 04:00:00.014231016,3976,1,5000,56100
8004,0,0 days 04:00:00.014240624,3980,1,1000,89400
7874,0,0 days 04:00:00.014396996,4000,-1,73,850000
7306,0,0 days 04:00:00.014431415,4008,1,300,59100
801,0,0 days 04:00:00.014628372,12865,-1,500,32500
720,0,0 days 04:00:00.014639381,12869,-1,1000,55500
5728,0,0 days 04:00:00.014717103,3451,1,2273,4400
720,0,0 days 04:00:00.014753029,12889,-1,1000,53800
801,0,0 days 04:00:00.014760851,12893,-1,1000,34700
599,0,0 days 04:00:00.015004973,12953,1,500,198900
720,0,0 days 04:00:00.015080967,12969,-1,1000,55900
8383,0,0 days 04:00:00.015124088,4112,1,5000,10100
801,0,0 days 04:00:00.015176123,12981,-1,1000,35000
3634,0,0 days 04:00:00.015390175,3522,1,100,251800
4581,0,0 days 04:00:00.015404522,3526,1,532,93900
6604,0,0 days 04:00:00.015514162,3783,-1,90,278500
7931,0,0 days 04:00:00.015588444,4176,-1,600,27300
6365,0,0 days 04:00:00.015594185,3819,1,100,251100
801,0,0 days 04:00:00.015605910,13037,-1,500,33500
6604,0,0 days 04:00:00.015608379,3823,-1,90,277500
720,0,0 days 04:00:00.015616637,13041,-1,1000,55800
6604,0,0 days 04:00:00.015721444,3875,-1,100,280000
599,0,0 days 04:00:00.015774859,13065,1,3000,197300
8159,0,0 days 04:00:00.015842769,4192,-1,200,592300
997,0,0 days 04:00:00.015853601,13073,-1,1000,14600
720,0,0 days 04:00:00.015864080,13077,-1,1000,53400
801,0,0 days 04:00:00.016121418,13129,-1,1000,34100
801,0,0 days 04:00:00.016145199,13133,-1,1000,35300
6604,0,0 days 04:00:00.016397863,4227,-1,90,279000
5312,0,0 days 04:00:00.016419202,4235,1,100,433300
1646,0,0 days 04:00:00.016437871,13173,1,100,260200
3228,0,0 days 04:00:00.016451856,3638,-1,100,263400
7813,0,0 days 04:00:00.016461196,4280,-1,6700,56600
599,0,0 days 04:00:00.016617590,13185,-1,500,199900
7813,0,0 days 04:00:00.016936067,4360,-1,5000,56500
4441,0,0 days 04:00:00.016939647,3674,-1,3000,26200
801,0,0 days 04:00:00.017124998,13241,-1,500,32300
5986,0,0 days 04:00:00.017134478,4615,1,100,255200
801,0,0 days 04:00:00.017145983,13249,-1,500,35900
7931,0,0 days 04:00:00.017243809,4392,-1,190,150000
801,0,0 days 04:00:00.017347735,13261,-1,1000,33500
6604,0,0 days 04:00:00.017430667,4791,-1,500,280000
720,0,0 days 04:00:00.017531455,13285,-1,1000,54000
8159,0,0 days 04:00:00.017553053,4428,-1,200,593700
720,0,0 days 04:00:00.017556419,13297,-1,1000,56000
861,0,0 days 04:00:00.017611235,13309,1,50,407600
6604,0,0 days 04:00:00.017746091,4991,-1,90,279500
801,0,0 days 04:00:00.017792637,13325,-1,1000,36500
801,0,0 days 04:00:00.017923128,13337,-1,1000,37500
801,0,0 days 04:00:00.017933071,13341,-1,1000,36700
5312,0,0 days 04:00:00.018070848,5207,1,100,433300
720,0,0 days 04:00:00.018080790,13357,-1,1000,55700
3228,0,0 days 04:00:00.018087874,3814,1,100,257100
4300,0,0 days 04:00:00.018300545,3834,1,250,2969500
6367,0,0 days 04:00:00.018398787,5407,-1,100,257800
7666,0,0 days 04:00:00.018478770,4556,-1,370,57000
599,0,0 days 04:00:00.018580984,13445,-1,100,200000
3517,0,0 days 04:00:00.018585321,3894,-1,5000,5100
3517,0,0 days 04:00:00.018768574,3910,-1,5000,5200
801,0,0 days 04:00:00.018781420,13469,-1,1000,37400
801,0,0 days 04:00:00.018854551,13485,-1,500,32100
720,0,0 days 04:00:00.019077604,13509,-1,1000,53600
8159,0,0 days 04:00:00.019102174,4608,-1,200,591400
32,0,0 days 04:00:00.019168480,13541,-1,5,2199900
6604,0,0 days 04:00:00.019216817,6003,-1,90,278000
801,0,0 days 04:00:00.019236304,13557,-1,500,35600
6347,0,0 days 04:00:00.019291693,6055,-1,1000,38800
7813,0,0 days 04:00:00.019464098,4636,-1,15000,56800
720,0,0 days 04:00:00.019472303,13573,-1,1000,55400
3427,0,0 days 04:00:00.019478981,4026,-1,1800,10700
1713,0,0 days 04:00:00.019483164,13577,1,200,210900
3228,0,0 days 04:00:00.019525431,4034,-1,100,262300
599,0,0 days 04:00:00.019625105,13613,-1,3000,201500
6367,0,0 days 04:00:00.019753455,6407,1,100,251200
4300,0,0 days 04:00:00.019785140,4110,-1,250,3111100
8369,0,0 days 04:00:00.019799777,4684,-1,75,48500
720,0,0 days 04:00:00.019807563,13653,-1,1000,55300
6347,0,0 days 04:00:00.019841408,6475,-1,1000,38700
3517,0,0 days 04:00:00.020230177,4226,-1,5000,5300
6347,0,0 days 04:00:00.020264405,6955,-1,1000,38600
6825,0,0 days 04:00:00.020496165,7243,-1,1000,50000
7589,0,0 days 04:00:00.020505025,4752,1,50,292700
5691,0,0 days 04:00:00.020551835,7295,1,100,5002
3097,0,0 days 04:00:00.020642553,4334,1,376,341700
5196,0,0 days 04:00:00.020846713,7687,1,150,279100
8369,0,0 days 04:00:00.020857572,4768,-1,75,38900
6367,0,0 days 04:00:00.021025149,7871,1,100,250300
6347,0,0 days 04:00:00.021276803,8227,-1,1000,50500
404,0,0 days 04:00:00.021321809,14049,1,100,211100
1100,0,0 days 04:00:00.021617763,14117,-1,2500,13400
801,0,0 days 04:00:00.021650185,14121,-1,1000,36600
2152,0,0 days 04:00:00.021824103,14165,1,100,251600
599,0,0 days 04:00:00.021880361,14185,-1,100,199900
8369,0,0 days 04:00:00.021932980,4972,-1,900,24200
5196,0,0 days 04:00:00.021937634,9091,1,150,279100
7887,0,0 days 04:00:00.022101545,5088,-1,200,86500
6339,0,0 days 04:00:00.022292576,9503,-1,6463,512800
3785,0,0 days 04:00:00.022427535,4914,1,10,154900
7185,0,0 days 04:00:00.022563633,9623,-1,100,279400
403,0,0 days 04:00:00.023038888,14409,-1,100,257500
2152,0,0 days 04:00:00.023058976,14413,1,100,247400
3569,0,0 days 04:00:00.023091909,5794,1,500,255200
586,0,0 days 04:00:00.023181402,14445,-1,1000,30000
8369,0,0 days 04:00:00.023215274,5928,-1,2000,18700
6339,0,0 days 04:00:00.023234315,9887,-1,6500,65800
1931,0,0 days 04:00:00.023270714,14485,-1,3000,27800
4836,0,0 days 04:00:00.023491982,9991,-1,1000,52800
7887,0,0 days 04:00:00.023528743,6164,-1,500,86800
8244,0,0 days 04:00:00.023538248,6168,-1,1210,205500
3353,0,0 days 04:00:00.023783618,6766,-1,200,268600
586,0,0 days 04:00:00.023809293,14733,-1,900,25000
6339,0,0 days 04:00:00.023818479,10147,-1,22739,512800
801,0,0 days 04:00:00.023823109,14749,-1,500,32900
4721,0,0 days 04:00:00.023990500,10223,-1,600,11400
1986,0,0 days 04:00:00.023995844,14893,-1,40,87900
1015,0,0 days 04:00:00.024137056,15021,-1,15750,97500
6347,0,0 days 04:00:00.024146387,10287,-1,1000,51000
3720,0,0 days 04:00:00.024158030,7450,-1,199,29900
8244,0,0 days 04:00:00.024163177,6436,-1,300,202300
6339,0,0 days 04:00:00.024393242,10407,1,3,25200
2550,0,0 days 04:00:00.024503468,8046,1,100,260200
586,0,0 days 04:00:00.024531923,15361,-1,500,72500
3415,0,0 days 04:00:00.024561532,8142,-1,410,149100
801,0,0 days 04:00:00.024568294,15401,-1,500,33100
2085,0,0 days 04:00:00.024581312,15413,-1,675,29500
3935,0,0 days 04:00:00.024710486,8406,-1,500,17700
8244,0,0 days 04:00:00.024743575,6572,-1,700,228200
5880,0,0 days 04:00:00.024754400,10567,-1,3,2860900
6347,0,0 days 04:00:00.024765479,10575,-1,500,47900
586,0,0 days 04:00:00.025374510,16473,-1,300,23900
4176,0,0 days 04:00:00.025386923,9198,1,10,216900
6347,0,0 days 04:00:00.025417273,10867,-1,1000,51500
8263,0,0 days 04:00:00.025437246,6752,1,3000,182600
7182,0,0 days 04:00:00.025444550,10879,-1,14719,670000
1662,0,0 days 04:00:00.025460380,16649,-1,8000,5090
801,0,0 days 04:00:00.025468949,16653,-1,900,36300
6161,0,0 days 04:00:00.025616303,10955,-1,6600,123900
3966,0,0 days 04:00:00.025661218,9274,1,10,283900
8655,0,0 days 04:00:00.025843562,6908,-1,1800,27300
7182,0,0 days 04:00:00.025861945,11019,-1,900,31700
231,0,0 days 04:00:00.025888024,17629,1,20,270300
2287,0,0 days 04:00:00.025995953,9346,1,500,252600
5275,0,0 days 04:00:00.026101612,11103,-1,199,11300
6161,0,0 days 04:00:00.026118428,11119,-1,6600,124600
4654,0,0 days 04:00:00.026126467,9374,1,250,200000
7870,0,0 days 04:00:00.026301876,7076,1,5000,15300
7182,0,0 days 04:00:00.026325558,11183,-1,407,670000
6347,0,0 days 04:00:00.026347036,11195,-1,500,47700
4893,0,0 days 04:00:00.026394107,11207,-1,100,264900
4963,0,0 days 04:00:00.026606002,11263,1,1000,88800
3506,0,0 days 04:00:00.026682814,9530,1,100,258100
656,0,0 days 04:00:00.026829779,19865,-1,125,399800
3451,0,0 days 04:00:00.026833526,9574,1,2,12290900
4941,0,0 days 04:00:00.026844742,11339,-1,103,89800
3489,0,0 days 04:00:00.026947170,9602,1,600,61700
7870,0,0 days 04:00:00.026952750,7308,-1,50000,15500
7182,0,0 days 04:00:00.026957833,11383,-1,2986,670000
3670,0,0 days 04:00:00.026960243,9614,1,10,341900
801,0,0 days 04:00:00.027061668,20413,-1,500,31900
5869,0,0 days 04:00:00.027295778,11487,-1,100,229800
4043,0,0 days 04:00:00.027297117,9698,-1,2400,15200
7870,0,0 days 04:00:00.027300054,7424,1,25000,15300
4873,0,0 days 04:00:00.027317470,11495,-1,50,229600
455,0,0 days 04:00:00.027470635,21409,-1,43,14800
3450,0,0 days 04:00:00.027494118,9738,1,9,11500000
1331,0,0 days 04:00:00.027678198,21849,-1,100,94900
4552,0,0 days 04:00:00.027683402,9778,-1,700,40000
5869,0,0 days 04:00:00.027688044,11603,-1,55,760700
3489,0,0 days 04:00:00.027734617,9794,-1,600,71900
229,0,0 days 04:00:00.028088427,22801,-1,720,30900
5367,0,0 days 04:00:00.028095983,11727,-1,800,23600
3489,0,0 days 04:00:00.028100434,9890,1,600,60600
8608,0,0 days 04:00:00.028111667,7752,1,53,950000
1331,0,0 days 04:00:00.028172736,22957,1,500,91300
6161,0,0 days 04:00:00.028189518,11771,1,5500,116400
8312,0,0 days 04:00:00.028595463,7948,-1,139,729700
5761,0,0 days 04:00:00.028676133,11891,-1,100,261400
3260,0,0 days 04:00:00.028685008,10054,1,500,256400
1414,0,0 days 04:00:00.028735721,24105,1,300,253100
42,0,0 days 04:00:00.028942356,24329,1,50,304500
5432,0,0 days 04:00:00.028944564,11975,1,24,2125000
1518,0,0 days 04:00:00.029102133,24473,-1,100,50300
5761,0,0 days 04:00:00.029128470,12039,1,100,253900
3489,0,0 days 04:00:00.029204786,10178,-1,600,73200
8024,0,0 days 04:00:00.029225679,8236,-1,200,359900
7370,0,0 days 04:00:00.029237779,8240,1,250,200000
442,0,0 days 04:00:00.029426538,24801,-1,2500,45200
6161,0,0 days 04:00:00.029459416,12175,1,5500,116300
8586,0,0 days 04:00:00.029669403,8356,1,500,512200
3432,0,0 days 04:00:00.029674987,10286,1,100,251200
3758,0,0 days 04:00:00.029981720,10378,1,4000,32700
3758,0,0 days 04:00:00.029997679,10394,-1,4900,33000
7321,0,0 days 04:00:00.030026139,8436,-1,100,262900
1151,0,0 days 04:00:00.030067054,25517,-1,50,1218500
4062,0,0 days 04:00:00.030107329,10422,1,30,2000000
8135,0,0 days 04:00:00.030195698,8464,1,100,258300
5932,0,0 days 04:00:00.030243868,12339,1,500,252700
7566,0,0 days 04:00:00.030303111,8480,-1,3458,5800
5009,0,0 days 04:00:00.030419270,12383,-1,2400,136500
1151,0,0 days 04:00:00.030421991,25877,-1,63,1260000
2914,0,0 days 04:00:00.030450958,10478,1,20,111300
2102,0,0 days 04:00:00.030560918,26005,-1,3612,47100
3758,0,0 days 04:00:00.030573579,10486,1,15000,32500
8135,0,0 days 04:00:00.030864274,8520,1,100,257600
5009,0,0 days 04:00:00.030959944,12419,-1,500,107500
1151,0,0 days 04:00:00.030985993,26361,1,100,730500
2446,0,0 days 04:00:00.030992863,10506,-1,50,58900
1390,0,0 days 04:00:00.030996004,26369,1,25,263400
7697,0,0 days 04:00:00.031150807,8540,1,100,250700
6725,0,0 days 04:00:00.031316372,12435,-1,500,258800
5021,0,0 days 04:00:00.031393701,12447,1,5,689100
1315,0,0 days 04:00:00.031456510,26681,-1,450,111900
446,0,0 days 04:00:00.031572750,26757,-1,21,85000
8238,0,0 days 04:00:00.031602358,8568,-1,100,11500
4963,0,0 days 04:00:00.031626764,12451,1,1000,79800
3758,0,0 days 04:00:00.031659252,10538,-1,15000,33300
7629,0,0 days 04:00:00.031673319,8572,1,250,200000
6725,0,0 days 04:00:00.031719474,12459,-1,100,255400
3292,0,0 days 04:00:00.031760906,10590,1,1600,56200
6347,0,0 days 04:00:00.031765902,12467,-1,1000,38500
5022,0,0 days 04:00:00.032165061,12491,1,1500,37900
3292,0,0 days 04:00:00.032181094,10918,1,700,56100
8489,0,0 days 04:00:00.032182940,8588,1,5000,198000
3292,0,0 days 04:00:00.032195002,10934,1,10000,55700
6720,0,0 days 04:00:00.032206368,12503,-1,100,262800
624,0,0 days 04:00:00.032351866,26893,-1,126,102200
8489,0,0 days 04:00:00.032588301,8608,-1,5000,202400
2689,0,0 days 04:00:00.032651776,11274,1,5000,10100
3292,0,0 days 04:00:00.032685239,11306,-1,2700,56500
3292,0,0 days 04:00:00.032704237,11322,-1,10000,56900
6720,0,0 days 04:00:00.032707916,12543,-1,500,258800
361,0,0 days 04:00:00.032740228,26925,-1,280,42200
5700,0,0 days 04:00:00.032932047,12559,1,100,265000
1529,0,0 days 04:00:00.032937980,26933,1,2000,36000
5836,0,0 days 04:00:00.033084809,12563,-1,68,205900
8360,0,0 days 04:00:00.033089682,8624,1,5000,162800
4816,0,0 days 04:00:00.033129909,12567,1,100,255500
5405,0,0 days 04:00:00.033211202,12579,-1,150,19500
6670,0,0 days 04:00:00.033226123,12583,1,100,254800
96,0,0 days 04:00:00.033266507,26953,1,250,200000
1355,0,0 days 04:00:00.033275630,26957,1,250,200000
1529,0,0 days 04:00:00.033338291,26961,1,2000,36000
8360,0,0 days 04:00:00.033540675,8644,-1,5000,166400
6918,0,0 days 04:00:00.033544429,12591,-1,100,304300
5294,0,0 days 04:00:00.033704478,12595,-1,4000,19600
5686,0,0 days 04:00:00.033773703,12615,-1,8,19112000
1494,0,0 days 04:00:00.033927062,27005,-1,210,118500
8244,0,0 days 04:00:00.033940436,8652,1,5000,195900
6918,0,0 days 04:00:00.034036596,12623,-1,100,570700
5294,0,0 days 04:00:00.034057070,12627,1,2600,18400
4724,0,0 days 04:00:00.034251027,12651,1,700,205100
8244,0,0 days 04:00:00.034252574,8668,-1,5000,202500
4744,0,0 days 04:00:00.034393328,12655,1,100,452500
8344,0,0 days 04:00:00.034425158,8676,1,5000,83800
5414,0,0 days 04:00:00.034605426,12675,-1,100,25100
801,0,0 days 04:00:00.034609344,27077,-1,1000,36400
6710,0,0 days 04:00:00.034617124,12679,1,1000,23400
8344,0,0 days 04:00:00.034663423,8684,-1,5000,85800
238,0,0 days 04:00:00.034813983,27093,1,1000,104200
5702,0,0 days 04:00:00.034972522,12695,-1,100,256200
8140,0,0 days 04:00:00.034977665,8708,1,100,566900
6710,0,0 days 04:00:00.035016511,12699,1,3000,21500
3517,0,0 days 04:00:00.035104213,13138,-1,5000,5250
6710,0,0 days 04:00:00.035412580,12715,1,2000,22500
7887,0,0 days 04:00:00.035736396,8780,-1,500,90000
21,0,0 days 04:00:00.035916461,27197,1,250,200000
3976,0,0 days 04:00:00.035988215,13818,1,200,503200
487,0,0 days 04:00:00.036021445,27209,-1,100,259400
6347,0,0 days 04:00:00.036114132,12743,-1,1000,38900
3517,0,0 days 04:00:00.036121469,13926,-1,5000,5400
6145,0,0 days 04:00:00.036122703,12747,-1,1000,499900
7390,0,0 days 04:00:00.036180559,8828,1,500,214800
6623,0,0 days 04:00:00.036381061,12767,-1,300,616500
7124,0,0 days 04:00:00.036418318,12779,1,100,23600
134,0,0 days 04:00:00.036816840,27297,-1,200,250300
801,0,0 days 04:00:00.036893944,27317,-1,500,36100
7587,0,0 days 04:00:00.037070237,8892,1,5000,571400
3517,0,0 days 04:00:00.037120852,14694,-1,5000,5050
5892,0,0 days 04:00:00.037129441,12827,-1,100,107800
256,0,0 days 04:00:00.037234533,27353,-1,1000,30800
7587,0,0 days 04:00:00.037419980,8904,-1,5000,579000
6347,0,0 days 04:00:00.037909173,12903,-1,1000,38300
515,0,0 days 04:00:00.038106195,27469,-1,661,32000
405,0,0 days 04:00:00.038142171,27473,1,100,250200
3517,0,0 days 04:00:00.038200883,15530,-1,5000,5500
6347,0,0 days 04:00:00.038518610,12943,-1,1000,39000
7887,0,0 days 04:00:00.038626952,8968,-1,500,87000
3517,0,0 days 04:00:00.039248185,16014,-1,5000,5150
7428,0,0 days 04:00:00.039366911,8996,-1,300,3031600
5981,0,0 days 04:00:00.039635488,13659,1,5000,10100
7428,0,0 days 04:00:00.039802530,9024,1,300,3029800
6347,0,0 days 04:00:00.040141061,14039,-1,1000,41000
1100,0,0 days 04:00:00.040346173,27673,-1,2500,13500
8726,0,0 days 04:00:00.040787167,9064,1,5000,10100
684,0,0 days 04:00:00.041143177,27753,1,5000,10100
7428,0,0 days 04:00:00.041275059,9092,-1,300,3031800
7428,0,0 days 04:00:00.041281572,9096,1,300,3029600
6795,0,0 days 04:00:00.041576274,15175,1,5000,10100
674,0,0 days 04:00:00.041819218,27837,-1,10900,25000
7887,0,0 days 04:00:00.042069602,9144,-1,750,88500
801,0,0 days 04:00:00.042241870,27877,-1,1000,37200
801,0,0 days 04:00:00.042254315,27885,-1,2000,37400
6825,0,0 days 04:00:00.042583097,15903,-1,1000,47000
6347,0,0 days 04:00:00.042612267,15931,-1,1000,40000
13,0,0 days 04:00:00.042784802,27953,1,29,1751200
343,0,0 days 04:00:00.042833171,27961,1,5000,10100
4594,0,0 days 04:00:00.042941285,16282,1,5000,10100
5270,0,0 days 04:00:00.042954880,16195,1,5000,10100
7810,0,0 days 04:00:00.043061266,9232,1,5000,10100
150,0,0 days 04:00:00.044058277,28077,-1,100,256800
6347,0,0 days 04:00:00.044559817,17447,-1,1000,52500
6825,0,0 days 04:00:00.044618821,17483,-1,1000,46000
6347,0,0 days 04:00:00.044888925,17643,-1,1000,39500
801,0,0 days 04:00:00.044989533,28205,-1,1000,36800
801,0,0 days 04:00:00.045059574,28213,-1,1000,37000
7887,0,0 days 04:00:00.045180582,9328,-1,500,87500
6347,0,0 days 04:00:00.045349557,17979,-1,1000,52000
326,0,0 days 04:00:00.045538294,28281,1,5000,10100
1798,0,0 days 04:00:00.045551861,28285,1,5000,10100
7595,0,0 days 04:00:00.046102547,9592,1,5000,10100
4456,0,0 days 04:00:00.046108706,16546,1,5000,10100
6347,0,0 days 04:00:00.046175635,18367,-1,500,38200
7428,0,0 days 04:00:00.046358776,9796,1,300,3030000
5688,0,0 days 04:00:00.046606501,18411,1,5000,10100
3392,0,0 days 04:00:00.046673882,16594,1,5000,10100
5524,0,0 days 04:00:00.047005995,18463,1,5000,10100
6347,0,0 days 04:00:00.047054105,18471,-1,500,49500
4208,0,0 days 04:00:00.047219378,16638,-1,464,692000
21,0,0 days 04:00:00.047611232,28585,-1,50,800000
7428,0,0 days 04:00:00.047806377,10956,1,5,2750000
7966,0,0 days 04:00:00.048116928,11192,-1,250,3145800
801,0,0 days 04:00:00.049457003,28909,-1,1000,37300
6347,0,0 days 04:00:00.050247198,18763,-1,500,48500
2732,0,0 days 04:00:00.050890677,16866,-1,20,1000000000
801,0,0 days 04:00:00.051173226,29177,-1,1000,37100
7887,0,0 days 04:00:00.051221228,13648,-1,750,88000
1806,0,0 days 04:00:00.051681473,29273,1,5000,10100
6347,0,0 days 04:00:00.052624472,19027,-1,500,48100
6347,0,0 days 04:00:00.054312186,19191,-1,500,50000
6347,0,0 days 04:00:00.057191898,19499,-1,500,49000
338,0,0 days 04:00:00.058608879,30097,-1,2700,326400
6807,0,0 days 04:00:00.058764942,19679,1,5000,10100
6503,0,0 days 04:00:00.058804805,19691,1,5000,10100
338,0,0 days 04:00:00.058846772,30129,1,500,323000
338,0,0 days 04:00:00.058986111,30141,-1,500,332000
101,0,0 days 04:00:00.060512898,30421,1,5000,10100
3517,0,0 days 04:00:00.065277508,17998,-1,5000,5350
801,0,0 days 04:00:00.065751837,31097,-1,1000,36900
6623,0,0 days 04:00:00.067003597,20695,1,100,583500
6622,0,0 days 04:00:00.068398617,20855,-1,300,616500
3450,0,0 days 04:00:00.069472041,18306,-1,100,12729800
3450,0,0 days 04:00:00.069632406,18326,-1,100,12729800
2034,0,0 days 04:00:00.069706859,31737,-1,100,321000
2036,0,0 days 04:00:00.070009513,31781,1,100,209900
6825,0,0 days 04:00:00.070110224,21071,-1,1000,48000
361,0,0 days 04:00:00.070175197,31789,-1,5000,6000
2036,0,0 days 04:00:00.070196700,31793,-1,100,310700
3450,0,0 days 04:00:00.070321072,18398,1,100,12400400
3450,0,0 days 04:00:00.070607066,18454,1,100,12447200
3450,0,0 days 04:00:00.070647671,18466,-1,100,12729800
6347,0,0 days 04:00:00.071205417,21187,-1,500,48300
3450,0,0 days 04:00:00.071507689,18566,1,100,12390400
8821,0,0 days 04:00:00.072290774,15400,-1,100,363300
6622,0,0 days 04:00:00.072351129,21319,1,100,573700
8844,0,0 days 04:00:00.072462840,15408,-1,100,365400
8844,0,0 days 04:00:00.072657739,15432,1,100,330400
8856,0,0 days 04:00:00.073892826,15516,1,100,10000
8856,0,0 days 04:00:00.073941490,15524,1,100,10000
8856,0,0 days 04:00:00.073953146,15528,1,100,10000
8856,0,0 days 04:00:00.073961335,15532,1,100,10000
8856,0,0 days 04:00:00.073969294,15536,1,100,10000
8856,0,0 days 04:00:00.073976696,15540,1,100,10000
8856,0,0 days 04:00:00.073985954,15544,1,100,10000
8856,0,0 days 04:00:00.073993398,15548,1,100,10000
8856,0,0 days 04:00:00.074000946,15552,1,100,10000
8856,0,0 days 04:00:00.074012903,15556,1,100,10000
8856,0,0 days 04:00:00.074019988,15560,1,100,10000
8856,0,0 days 04:00:00.074026427,15564,1,100,10000
8856,0,0 days 04:00:00.074034620,15568,1,100,10000
8856,0,0 days 04:00:00.074047834,15572,1,100,10000
8856,0,0 days 04:00:00.074054258,15576,1,100,10000
8856,0,0 days 04:00:00.074060436,15580,1,100,10000
8856,0,0 days 04:00:00.074066503,15584,1,100,10000
8856,0,0 days 04:00:00.074072506,15588,1,100,10000
8856,0,0 days 04:00:00.074078405,15592,1,100,10000
8856,0,0 days 04:00:00.074085162,15596,1,100,10000
8856,0,0 days 04:00:00.074095024,15600,1,100,10000
8856,0,0 days 04:00:00.074100138,15604,1,100,10000
8856,0,0 days 04:00:00.074108473,15608,1,100,10000
8856,0,0 days 04:00:00.074115108,15612,1,100,10000
8856,0,0 days 04:00:00.074121146,15616,1,100,10000
8856,0,0 days 04:00:00.074126657,15620,1,100,10000
8856,0,0 days 04:00:00.074134102,15624,1,100,10000
8856,0,0 days 04:00:00.074140417,15628,1,100,10000
8856,0,0 days 04:00:00.074146555,15632,1,100,10000
8856,0,0 days 04:00:00.074154557,15636,1,100,10000
8856,0,0 days 04:00:00.074161983,15640,1,100,10000
8856,0,0 days 04:00:00.074168757,15644,1,100,10000
