stock_locate,tracking_number,timestamp,order_reference_number,buy_sell_indicator,shares,price
7480,0,0 days 04:05:11.870595838,171196,-1,400,202800
676,0,0 days 04:05:11.873501848,259597,-1,500,478300
5047,0,0 days 04:05:11.873517544,249971,1,300,137100
5485,0,0 days 04:05:11.873565042,249975,-1,100,576700
3809,0,0 days 04:05:11.873579726,178082,1,1900,378500
780,0,0 days 04:05:11.873613946,259601,1,100,88000
7528,0,0 days 04:05:11.875173374,171204,1,600,231700
274,0,0 days 04:05:11.878439311,259605,1,100,582100
7480,0,0 days 04:05:11.880243449,171208,1,300,201900
7480,0,0 days 04:05:11.881067080,171212,1,200,202000
7731,0,0 days 04:05:11.884877048,171216,1,2500,76800
7528,0,0 days 04:05:11.892466696,171220,1,200,231500
3292,0,0 days 04:05:11.900401057,178086,-1,1100,56100
7480,0,0 days 04:05:11.900577287,171224,1,300,201900
7480,0,0 days 04:05:11.900597657,171228,1,200,201800
7480,0,0 days 04:05:11.901173096,171232,1,200,201800
7480,0,0 days 04:05:11.901420916,171236,1,300,201800
1109,0,0 days 04:05:11.906834226,259609,-1,500,807000
1109,0,0 days 04:05:11.907227937,259613,-1,865,807000
1109,0,0 days 04:05:11.907837395,259617,-1,500,806900
1109,0,0 days 04:05:11.908455772,259625,-1,500,806900
7528,0,0 days 04:05:11.908772209,171240,1,600,231600
7480,0,0 days 04:05:11.910155387,171244,1,300,201900
6649,0,0 days 04:05:11.910265938,249983,-1,300,238400
7480,0,0 days 04:05:11.910479065,171248,-1,300,202800
1109,0,0 days 04:05:11.910502486,259633,-1,100,807000
1109,0,0 days 04:05:11.910536716,259637,-1,1955,806800
7480,0,0 days 04:05:11.910935831,171252,1,100,201900
6649,0,0 days 04:05:11.911046311,249987,-1,300,238500
7480,0,0 days 04:05:11.911120343,171256,-1,100,202800
1109,0,0 days 04:05:11.912155326,259649,-1,566,806900
6622,0,0 days 04:05:11.915148265,249991,-1,200,600400
6622,0,0 days 04:05:11.915214220,249995,-1,192,600200
7480,0,0 days 04:05:11.920438045,171260,-1,700,202900
3292,0,0 days 04:05:11.920468219,178090,-1,1000,56100
6442,0,0 days 04:05:11.924799191,249999,-1,500,408700
6442,0,0 days 04:05:11.928962904,250003,-1,500,408600
7480,0,0 days 04:05:11.931135296,171264,-1,400,202800
6402,0,0 days 04:05:11.933974355,250011,1,800,86600
6402,0,0 days 04:05:11.934884253,250015,-1,200,86900
6402,0,0 days 04:05:11.935559072,250019,-1,400,87000
6402,0,0 days 04:05:11.935689769,250023,-1,200,87000
6402,0,0 days 04:05:11.936738878,250027,1,100,86600
8140,0,0 days 04:05:11.937156827,171268,1,700,581300
7480,0,0 days 04:05:11.940271804,171272,-1,800,202900
3292,0,0 days 04:05:11.940332744,178094,-1,500,56100
7480,0,0 days 04:05:11.941111828,171276,-1,800,203000
7528,0,0 days 04:05:11.947427884,171284,1,200,231600
7528,0,0 days 04:05:11.947558577,171288,1,200,231500
7528,0,0 days 04:05:11.947770354,171292,-1,200,232100
7528,0,0 days 04:05:11.948397796,171304,-1,100,232100
5874,0,0 days 04:05:11.949100098,250031,1,1300,157200
7480,0,0 days 04:05:11.949914701,171308,-1,1100,203100
7528,0,0 days 04:05:11.950265386,171312,-1,2000,232300
5874,0,0 days 04:05:11.950461788,250035,1,1900,157100
3292,0,0 days 04:05:11.950562468,178098,-1,300,56100
7480,0,0 days 04:05:11.950737674,171316,-1,800,203000
5874,0,0 days 04:05:11.950829645,250039,1,1000,157100
5874,0,0 days 04:05:11.950875149,250043,1,1000,157100
5874,0,0 days 04:05:11.951848700,250047,-1,1000,157700
5874,0,0 days 04:05:11.951931724,250051,1,1000,157200
5874,0,0 days 04:05:11.952179995,250055,1,1000,157200
5874,0,0 days 04:05:11.953094483,250059,1,1000,157100
5874,0,0 days 04:05:11.953193741,250063,-1,1000,157600
5874,0,0 days 04:05:11.953321471,250067,1,1400,157300
5874,0,0 days 04:05:11.953967341,250071,-1,1000,157700
5874,0,0 days 04:05:11.954083329,250075,1,1000,157200
5874,0,0 days 04:05:11.956441060,250079,1,400,157400
7528,0,0 days 04:05:11.958463240,171320,-1,4000,232300
3292,0,0 days 04:05:11.960693696,178102,-1,1100,56100
7480,0,0 days 04:05:11.960780002,171324,-1,800,203000
3292,0,0 days 04:05:11.961303049,178106,-1,400,56100
7528,0,0 days 04:05:11.966311049,171328,-1,700,232000
7528,0,0 days 04:05:11.966921709,171332,-1,200,232000
7528,0,0 days 04:05:11.967391270,171336,1,600,231700
7528,0,0 days 04:05:11.967477261,171340,-1,200,231900
7528,0,0 days 04:05:11.969218387,171344,-1,100,231900
7480,0,0 days 04:05:11.970863071,171348,-1,300,203000
7528,0,0 days 04:05:11.970949428,171352,-1,700,231900
7480,0,0 days 04:05:11.980389714,171356,-1,100,203000
7480,0,0 days 04:05:11.980942864,171360,-1,300,203000
7480,0,0 days 04:05:11.981690165,171364,-1,400,203000
5874,0,0 days 04:05:11.981711495,250091,1,1000,157100
5874,0,0 days 04:05:11.981747176,250095,1,1000,157200
6083,0,0 days 04:05:11.987302187,250099,-1,100,1366500
6649,0,0 days 04:05:11.989692170,250103,-1,200,238500
3292,0,0 days 04:05:11.990109799,178110,-1,300,56100
5478,0,0 days 04:05:11.992917355,250107,1,20,2796500
6649,0,0 days 04:05:11.994826127,250111,-1,600,238500
5485,0,0 days 04:05:11.995949718,250115,-1,103,576800
3292,0,0 days 04:05:12.000302933,178114,-1,200,56100
7480,0,0 days 04:05:12.001909615,171368,-1,300,203500
5699,0,0 days 04:05:12.002433215,250123,1,625,874100
7731,0,0 days 04:05:12.006304132,171372,1,1500,76700
7731,0,0 days 04:05:12.006370465,171376,1,700,76700
6622,0,0 days 04:05:12.006854948,250127,1,851,599200
6622,0,0 days 04:05:12.007445797,250131,1,200,599000
6622,0,0 days 04:05:12.007563935,250135,1,200,599000
5699,0,0 days 04:05:12.007592351,250139,1,100,874300
7284,0,0 days 04:05:12.007641729,171380,-1,100,147300
5699,0,0 days 04:05:12.007659099,250143,1,136,874200
6622,0,0 days 04:05:12.008575132,250147,1,200,599000
7480,0,0 days 04:05:12.009915924,171384,-1,1100,203100
7480,0,0 days 04:05:12.010277934,171388,1,700,201800
6622,0,0 days 04:05:12.010285226,250151,-1,225,600200
992,0,0 days 04:05:12.011082990,259661,-1,100,382300
992,0,0 days 04:05:12.012148900,259665,1,100,381700
7528,0,0 days 04:05:12.014859955,171392,-1,200,232000
6623,0,0 days 04:05:12.014893583,250155,-1,200,609900
7316,0,0 days 04:05:12.017517140,171396,1,500,467900
7316,0,0 days 04:05:12.019895247,171400,-1,500,468700
7316,0,0 days 04:05:12.019936315,171404,-1,500,468800
7480,0,0 days 04:05:12.019995367,171408,1,400,201900
3292,0,0 days 04:05:12.020170624,178118,-1,1100,56100
7480,0,0 days 04:05:12.020174139,171412,-1,1500,203300
7480,0,0 days 04:05:12.020226521,171416,-1,7900,206400
7480,0,0 days 04:05:12.020852132,171420,-1,1000,206400
7480,0,0 days 04:05:12.021519772,171424,-1,100,206400
7316,0,0 days 04:05:12.022530177,171428,-1,100,468800
7316,0,0 days 04:05:12.023042121,171432,-1,100,468900
5874,0,0 days 04:05:12.023315964,250159,1,100,157300
1971,0,0 days 04:05:12.024071132,259669,1,500,1600800
5874,0,0 days 04:05:12.028362480,250167,1,500,157300
2513,0,0 days 04:05:12.028883430,178122,1,500,187900
2513,0,0 days 04:05:12.028910378,178126,-1,500,188300
5874,0,0 days 04:05:12.029185857,250171,1,1000,157200
2513,0,0 days 04:05:12.030279746,178134,-1,800,188300
7480,0,0 days 04:05:12.030579888,171436,1,400,202000
7480,0,0 days 04:05:12.031306726,171440,1,300,201800
7480,0,0 days 04:05:12.031396385,171444,1,400,201800
7480,0,0 days 04:05:12.032040886,171448,-1,1200,203200
6402,0,0 days 04:05:12.033559079,250183,1,600,86600
2513,0,0 days 04:05:12.035109998,178138,1,500,188000
2513,0,0 days 04:05:12.036796489,178142,-1,2600,188500
7480,0,0 days 04:05:12.040899338,171452,1,300,201900
7480,0,0 days 04:05:12.041648813,171456,-1,300,203100
7480,0,0 days 04:05:12.041725353,171460,1,300,201800
2513,0,0 days 04:05:12.041785443,178146,1,1000,187900
2513,0,0 days 04:05:12.042040197,178150,-1,2600,188600
7480,0,0 days 04:05:12.042431782,171464,1,100,201800
8386,0,0 days 04:05:12.043945962,171468,1,300,174200
8386,0,0 days 04:05:12.043960074,171472,-1,300,176300
992,0,0 days 04:05:12.049695479,259677,-1,100,382300
7480,0,0 days 04:05:12.050587807,171476,-1,100,203100
7480,0,0 days 04:05:12.050701826,171480,-1,9000,205600
7480,0,0 days 04:05:12.051003691,171484,1,300,201900
7480,0,0 days 04:05:12.051859946,171488,-1,300,203000
2513,0,0 days 04:05:12.051943454,178154,1,1000,188000
2513,0,0 days 04:05:12.055935832,178158,-1,2600,188500
7480,0,0 days 04:05:12.060204712,171492,-1,100,203000
3381,0,0 days 04:05:12.065481134,178162,1,100,1779200
3381,0,0 days 04:05:12.066098308,178170,1,300,1767800
3381,0,0 days 04:05:12.066288936,178174,1,100,1778800
3381,0,0 days 04:05:12.067090057,178178,1,100,1778900
3381,0,0 days 04:05:12.067269602,178182,-1,100,1783400
3381,0,0 days 04:05:12.067321105,178186,1,106,1779500
3381,0,0 days 04:05:12.067854976,178190,1,100,1779100
3381,0,0 days 04:05:12.068388797,178194,-1,100,1794000
3381,0,0 days 04:05:12.068700212,178198,1,149,1779700
3381,0,0 days 04:05:12.069125211,178202,-1,2400,1793900
3381,0,0 days 04:05:12.069907928,178206,-1,100,1793800
3381,0,0 days 04:05:12.070221545,178210,1,100,1779400
5485,0,0 days 04:05:12.071075667,250187,-1,100,576900
5047,0,0 days 04:05:12.071229091,250191,1,400,137100
3381,0,0 days 04:05:12.071759800,178214,-1,2400,1793700
3381,0,0 days 04:05:12.072547913,178218,-1,100,1793600
3381,0,0 days 04:05:12.074241736,178222,-1,2400,1793500
3381,0,0 days 04:05:12.074638472,178226,-1,100,1793600
3381,0,0 days 04:05:12.074756379,178230,1,100,1778900
3381,0,0 days 04:05:12.075353219,178234,-1,100,1793400
3381,0,0 days 04:05:12.075416308,178238,1,128,1779700
3381,0,0 days 04:05:12.075556207,178242,1,100,1779400
3381,0,0 days 04:05:12.076341898,178246,1,100,1779700
3381,0,0 days 04:05:12.076700907,178250,-1,2400,1793300
3381,0,0 days 04:05:12.077479276,178254,-1,100,1793200
3381,0,0 days 04:05:12.079154451,178258,1,100,1779700
3381,0,0 days 04:05:12.080389651,178262,-1,2400,1793100
3381,0,0 days 04:05:12.081185134,178266,-1,100,1793000
2513,0,0 days 04:05:12.081406848,178270,-1,500,188600
2513,0,0 days 04:05:12.083278488,178274,-1,2100,188600
3381,0,0 days 04:05:12.083341352,178278,-1,2400,1792900
3381,0,0 days 04:05:12.084133736,178282,-1,100,1792800
3381,0,0 days 04:05:12.086532910,178286,-1,2400,1792700
3381,0,0 days 04:05:12.086941448,178290,1,100,1779400
3381,0,0 days 04:05:12.087310968,178294,-1,100,1792600
3381,0,0 days 04:05:12.089265022,178298,-1,2400,1792500
3381,0,0 days 04:05:12.090056219,178302,-1,100,1792400
3292,0,0 days 04:05:12.090203776,178306,1,200,55800
3292,0,0 days 04:05:12.090241710,178310,-1,400,56100
3292,0,0 days 04:05:12.091002330,178314,-1,300,56100
3381,0,0 days 04:05:12.092693070,178318,-1,2400,1792300
3381,0,0 days 04:05:12.093500413,178322,-1,100,1792200
3381,0,0 days 04:05:12.096726369,178326,-1,2400,1792100
3381,0,0 days 04:05:12.097544234,178330,-1,100,1792000
7731,0,0 days 04:05:12.097941849,171496,1,1300,76700
3381,0,0 days 04:05:12.100336037,178338,-1,2400,1791900
3381,0,0 days 04:05:12.101160344,178342,-1,100,1791800
3381,0,0 days 04:05:12.104420454,178346,-1,2400,1791700
3381,0,0 days 04:05:12.105216335,178350,-1,100,1791600
3074,0,0 days 04:05:12.105400748,178354,1,200,105700
3074,0,0 days 04:05:12.106726095,178366,1,500,105400
3381,0,0 days 04:05:12.108412727,178370,-1,2400,1791500
3381,0,0 days 04:05:12.109217980,178374,-1,100,1791400
3381,0,0 days 04:05:12.111852618,178378,-1,2400,1791300
3381,0,0 days 04:05:12.112639839,178382,-1,100,1791200
5576,0,0 days 04:05:12.113932067,250195,1,6200,35800
3381,0,0 days 04:05:12.114237388,178386,-1,2400,1791100
3381,0,0 days 04:05:12.115016611,178390,-1,100,1791000
3381,0,0 days 04:05:12.117293242,178394,-1,2357,1790900
3074,0,0 days 04:05:12.117498836,178398,1,500,105500
3381,0,0 days 04:05:12.118056368,178402,-1,100,1790800
3074,0,0 days 04:05:12.118492602,178406,1,500,105400
3381,0,0 days 04:05:12.119518139,178410,-1,201,1791000
3381,0,0 days 04:05:12.120798358,178414,-1,2357,1790700
3381,0,0 days 04:05:12.121618471,178418,-1,100,1790600
3381,0,0 days 04:05:12.124808136,178422,-1,2327,1790500
3381,0,0 days 04:05:12.125602274,178426,-1,100,1790400
3381,0,0 days 04:05:12.126440406,178430,-1,100,1790400
5874,0,0 days 04:05:12.128475854,250199,1,1000,157100
3381,0,0 days 04:05:12.129370933,178434,-1,2101,1790300
7528,0,0 days 04:05:12.129486537,171512,-1,2300,232100
3381,0,0 days 04:05:12.130180487,178438,-1,100,1790200
3381,0,0 days 04:05:12.131664556,178442,1,100,1780500
3381,0,0 days 04:05:12.133476987,178446,-1,100,1794000
3381,0,0 days 04:05:12.133775028,178450,1,100,1780200
3381,0,0 days 04:05:12.133776023,178454,-1,2101,1790100
3381,0,0 days 04:05:12.134597177,178458,-1,100,1790000
3381,0,0 days 04:05:12.146342927,178466,-1,2101,1789900
3381,0,0 days 04:05:12.147187993,178470,-1,100,1789800
7528,0,0 days 04:05:12.149717597,171516,1,600,231600
1819,0,0 days 04:05:12.151087443,259689,-1,100,420600
1819,0,0 days 04:05:12.151663550,259693,-1,500,420500
3381,0,0 days 04:05:12.155703288,178478,-1,1186,1789700
3381,0,0 days 04:05:12.156511043,178482,-1,100,1789600
2513,0,0 days 04:05:12.157046983,178486,1,1700,187700
7480,0,0 days 04:05:12.157116955,171520,-1,300,202900
7480,0,0 days 04:05:12.157226132,171524,1,600,201800
7480,0,0 days 04:05:12.157796867,171528,-1,100,202900
7480,0,0 days 04:05:12.157939895,171532,-1,300,202900
7480,0,0 days 04:05:12.158022358,171536,1,300,201900
1698,0,0 days 04:05:12.159871196,259697,1,400,370400
1907,0,0 days 04:05:12.161452147,259701,-1,3800,78300
6649,0,0 days 04:05:12.162256866,250203,-1,100,238600
6649,0,0 days 04:05:12.162885382,250207,-1,300,238600
1907,0,0 days 04:05:12.163434431,259705,1,1500,77800
1907,0,0 days 04:05:12.165186145,259709,1,1500,77700
1907,0,0 days 04:05:12.165668684,259713,-1,1500,78000
1907,0,0 days 04:05:12.171696061,259717,1,1500,77800
1907,0,0 days 04:05:12.174220634,259721,1,700,77800
1907,0,0 days 04:05:12.176088775,259725,1,400,77800
2513,0,0 days 04:05:12.180979712,178490,-1,2600,188500
8070,0,0 days 04:05:12.187827937,171544,-1,800,120700
8070,0,0 days 04:05:12.187886422,171548,1,700,120500
8070,0,0 days 04:05:12.189667551,171552,1,100,120400
3381,0,0 days 04:05:12.192992783,178494,-1,1186,1789500
3381,0,0 days 04:05:12.193869429,178498,-1,100,1789400
3809,0,0 days 04:05:12.197665142,178502,-1,1200,379200
2513,0,0 days 04:05:12.200110518,178506,1,1000,187900
1698,0,0 days 04:05:12.204765687,259729,1,500,370600
2513,0,0 days 04:05:12.207356157,178510,-1,500,188600
2513,0,0 days 04:05:12.210158172,178514,-1,2100,188600
7316,0,0 days 04:05:12.214532712,171556,1,500,468000
7316,0,0 days 04:05:12.216631107,171560,1,800,468000
2513,0,0 days 04:05:12.217875921,178518,1,500,188000
7480,0,0 days 04:05:12.223152979,171564,1,300,201900
3381,0,0 days 04:05:12.225295868,178526,-1,1076,1789300
3381,0,0 days 04:05:12.226117808,178530,-1,100,1789200
8070,0,0 days 04:05:12.226160611,171568,-1,700,120700
8070,0,0 days 04:05:12.227794161,171580,-1,100,120800
1907,0,0 days 04:05:12.228754633,259733,1,1400,77700
8623,0,0 days 04:05:12.228901405,171584,1,200,635400
3809,0,0 days 04:05:12.229380874,178534,1,100,378600
1971,0,0 days 04:05:12.229400195,259737,-1,100,1604200
3809,0,0 days 04:05:12.229513576,178538,-1,100,379300
3381,0,0 days 04:05:12.229823819,178542,-1,1076,1789100
3395,0,0 days 04:05:12.230133460,178546,1,100,214600
3395,0,0 days 04:05:12.230468503,178550,-1,100,215200
3381,0,0 days 04:05:12.230625037,178554,-1,100,1789000
8725,0,0 days 04:05:12.232913239,171588,1,1800,831500
3381,0,0 days 04:05:12.232961751,178558,-1,1034,1788900
3381,0,0 days 04:05:12.233744606,178562,-1,100,1788800
6728,0,0 days 04:05:12.238522768,250211,1,169,530600
8725,0,0 days 04:05:12.243626703,171592,1,1800,831300
1819,0,0 days 04:05:12.244960517,259745,-1,100,420500
1819,0,0 days 04:05:12.245984226,259749,-1,500,420400
1266,0,0 days 04:05:12.251242138,259753,-1,200,448400
5280,0,0 days 04:05:12.257384305,250215,1,400,157100
5294,0,0 days 04:05:12.257787492,250219,1,200,18400
5280,0,0 days 04:05:12.258083168,250223,-1,400,157500
5280,0,0 days 04:05:12.258133451,250227,1,500,157100
5280,0,0 days 04:05:12.258453603,250231,-1,100,157500
2513,0,0 days 04:05:12.258647031,178566,-1,2100,188500
5280,0,0 days 04:05:12.258975814,250235,1,400,157000
5280,0,0 days 04:05:12.259062074,250239,1,300,157000
5280,0,0 days 04:05:12.259206391,250243,-1,200,157500
2513,0,0 days 04:05:12.261226187,178570,1,500,187900
7528,0,0 days 04:05:12.262388108,171596,-1,300,232000
3381,0,0 days 04:05:12.264442271,178574,-1,200,1788400
3381,0,0 days 04:05:12.265247426,178578,-1,100,1788300
738,0,0 days 04:05:12.265727545,259757,-1,100,429400
738,0,0 days 04:05:12.266007335,259765,1,300,428400
2513,0,0 days 04:05:12.266332591,178582,-1,2100,188500
3381,0,0 days 04:05:12.267550191,178586,-1,636,1788200
3381,0,0 days 04:05:12.268338048,178590,-1,100,1788100
5280,0,0 days 04:05:12.269832912,250247,1,400,157100
3445,0,0 days 04:05:12.281180615,178594,1,1500,167000
319,0,0 days 04:05:12.283375862,259781,-1,100,796700
3381,0,0 days 04:05:12.286303619,178598,-1,590,1788000
3381,0,0 days 04:05:12.287150885,178602,-1,100,1787900
2513,0,0 days 04:05:12.290615716,178606,-1,500,188400
2513,0,0 days 04:05:12.314356852,178610,-1,2100,188600
3381,0,0 days 04:05:12.322243179,178614,-1,590,1787800
3381,0,0 days 04:05:12.323096824,178618,-1,100,1787700
7316,0,0 days 04:05:12.323409597,171600,-1,500,468800
7316,0,0 days 04:05:12.323936325,171604,1,400,467800
7316,0,0 days 04:05:12.323977704,171608,1,100,467900
7316,0,0 days 04:05:12.324071382,171612,-1,200,468600
7316,0,0 days 04:05:12.324173012,171616,-1,100,468600
7316,0,0 days 04:05:12.324276898,171620,-1,100,468600
7316,0,0 days 04:05:12.324597195,171624,1,100,467800
2513,0,0 days 04:05:12.324792988,178622,-1,2600,188500
7316,0,0 days 04:05:12.325166154,171628,1,400,467800
7316,0,0 days 04:05:12.325217016,171632,-1,100,468700
7316,0,0 days 04:05:12.325218547,171636,1,100,467600
7316,0,0 days 04:05:12.325232448,171640,-1,200,468600
7316,0,0 days 04:05:12.325528696,171644,-1,1400,468500
7316,0,0 days 04:05:12.327217993,171648,-1,1200,468600
7316,0,0 days 04:05:12.327256367,171652,-1,500,468700
4838,0,0 days 04:05:12.327500107,250251,1,300,408700
7316,0,0 days 04:05:12.330859175,171656,-1,200,468600
7316,0,0 days 04:05:12.330907452,171660,-1,100,468600
7316,0,0 days 04:05:12.330959712,171664,-1,200,468600
7316,0,0 days 04:05:12.331709174,171668,-1,700,468600
3381,0,0 days 04:05:12.331983172,178626,-1,559,1787600
3381,0,0 days 04:05:12.332819790,178630,-1,100,1787500
7316,0,0 days 04:05:12.333340638,171672,-1,600,468500
738,0,0 days 04:05:12.338191161,259789,-1,200,429300
738,0,0 days 04:05:12.342461021,259793,1,100,428600
3381,0,0 days 04:05:12.342480081,178634,-1,559,1787400
3381,0,0 days 04:05:12.343270559,178638,-1,100,1787300
7316,0,0 days 04:05:12.343820453,171676,-1,700,468600
7316,0,0 days 04:05:12.345381317,171680,-1,600,468800
7316,0,0 days 04:05:12.352926098,171684,-1,500,468800
122,0,0 days 04:05:12.353449174,259801,-1,4500,44500
5280,0,0 days 04:05:12.358430309,250255,-1,200,157500
5280,0,0 days 04:05:12.358627793,250259,-1,1100,157500
5280,0,0 days 04:05:12.359029382,250263,-1,400,157500
3381,0,0 days 04:05:12.359312088,178642,-1,559,1787200
3381,0,0 days 04:05:12.360133162,178646,-1,100,1787100
2513,0,0 days 04:05:12.361748059,178650,1,3000,187700
3381,0,0 days 04:05:12.364553226,178654,-1,200,1786700
3381,0,0 days 04:05:12.364571592,178658,-1,200,1787100
13,0,0 days 04:05:12.364745120,259805,1,50,2390000
3381,0,0 days 04:05:12.365351552,178666,-1,100,1786600
3381,0,0 days 04:05:12.366802377,178670,-1,108,1786600
3381,0,0 days 04:05:12.367613182,178674,-1,100,1786500
3381,0,0 days 04:05:12.367868595,178678,-1,405,1786600
3381,0,0 days 04:05:12.369741022,178682,-1,405,1786400
3381,0,0 days 04:05:12.370524382,178686,-1,100,1786300
7480,0,0 days 04:05:12.373689942,171688,1,300,201900
6402,0,0 days 04:05:12.375213159,250267,1,1100,86600
1317,0,0 days 04:05:12.375728507,259813,1,100,1058500
7480,0,0 days 04:05:12.378105100,171692,1,100,201900
3381,0,0 days 04:05:12.378555894,178690,-1,405,1786200
3381,0,0 days 04:05:12.379371348,178694,-1,100,1786100
5047,0,0 days 04:05:12.388981274,250271,1,800,137000
7799,0,0 days 04:05:12.390490649,171700,-1,400,444500
4838,0,0 days 04:05:12.393799497,250275,1,100,408600
4838,0,0 days 04:05:12.393804134,250279,-1,100,409700
2513,0,0 days 04:05:12.400283544,178698,-1,500,188600
7528,0,0 days 04:05:12.401070875,171708,-1,600,232000
8386,0,0 days 04:05:12.401189791,171712,1,200,174900
8140,0,0 days 04:05:12.406813947,171716,1,700,581600
8140,0,0 days 04:05:12.409179765,171720,-1,100,582900
1493,0,0 days 04:05:12.412362928,259825,-1,100,111200
1493,0,0 days 04:05:12.414456748,259829,-1,100,111200
1493,0,0 days 04:05:12.416117508,259833,-1,400,111400
8122,0,0 days 04:05:12.416675417,171724,-1,100,599500
7316,0,0 days 04:05:12.426548199,171732,1,300,467700
3381,0,0 days 04:05:12.432498510,178702,-1,405,1786000
7316,0,0 days 04:05:12.432840787,171736,-1,400,468800
3381,0,0 days 04:05:12.433316184,178706,-1,100,1785900
7316,0,0 days 04:05:12.433473535,171740,-1,400,468600
7316,0,0 days 04:05:12.433580960,171744,-1,100,468600
1730,0,0 days 04:05:12.436269793,259849,-1,600,127000
1730,0,0 days 04:05:12.438585709,259853,1,1500,126700
1493,0,0 days 04:05:12.448403545,259857,-1,200,111200
1493,0,0 days 04:05:12.448685263,259861,-1,100,111300
3381,0,0 days 04:05:12.448903530,178710,-1,326,1785800
1493,0,0 days 04:05:12.449299346,259865,-1,200,111300
3381,0,0 days 04:05:12.449709824,178714,-1,100,1785700
4308,0,0 days 04:05:12.451805442,178718,1,1300,1567800
1730,0,0 days 04:05:12.457113415,259869,-1,1300,127000
7876,0,0 days 04:05:12.460264465,171748,1,3000,533600
7876,0,0 days 04:05:12.460806891,171752,1,250,534900
7876,0,0 days 04:05:12.461213808,171756,1,200,534700
7876,0,0 days 04:05:12.461375506,171760,1,500,534800
7876,0,0 days 04:05:12.462086257,171764,1,300,534700
7876,0,0 days 04:05:12.462194795,171768,1,500,534800
6622,0,0 days 04:05:12.465412381,250283,-1,100,600200
3381,0,0 days 04:05:12.465487745,178734,-1,100,1785400
3381,0,0 days 04:05:12.466367025,178738,-1,175,1785200
6622,0,0 days 04:05:12.466886092,250287,-1,200,600500
6622,0,0 days 04:05:12.467166653,250291,-1,375,600300
7876,0,0 days 04:05:12.467324029,171772,1,261,535000
7876,0,0 days 04:05:12.468196936,171776,1,500,534900
3381,0,0 days 04:05:12.468795178,178742,-1,151,1785500
6623,0,0 days 04:05:12.470362514,250295,-1,300,610000
319,0,0 days 04:05:12.492425380,259873,1,200,794200
7480,0,0 days 04:05:12.493967216,171780,1,100,201900
6728,0,0 days 04:05:12.499081058,250299,-1,400,531700
2986,0,0 days 04:05:12.499188783,178746,-1,500,352700
7731,0,0 days 04:05:12.518542820,171784,1,300,76800
7731,0,0 days 04:05:12.519047632,171788,1,1100,76700
8122,0,0 days 04:05:12.520285266,171792,-1,500,599600
20,0,0 days 04:05:12.532192087,259881,1,400,211500
20,0,0 days 04:05:12.532855630,259889,1,500,211500
20,0,0 days 04:05:12.533067455,259893,-1,500,212100
1109,0,0 days 04:05:12.533223024,259897,1,100,804800
1109,0,0 days 04:05:12.534070881,259901,-1,100,806900
1109,0,0 days 04:05:12.535335607,259905,1,500,804800
3381,0,0 days 04:05:12.535398760,178758,-1,100,1785100
1109,0,0 days 04:05:12.535658943,259913,1,419,804800
3381,0,0 days 04:05:12.538217210,178762,-1,179,1785000
3381,0,0 days 04:05:12.539002512,178766,-1,100,1785000
8386,0,0 days 04:05:12.544519244,171796,1,300,174000
2513,0,0 days 04:05:12.562444314,178770,1,1200,187700
6537,0,0 days 04:05:12.572012165,250303,1,800,1961100
7876,0,0 days 04:05:12.591020201,171800,-1,225,535900
7284,0,0 days 04:05:12.594900890,171804,-1,100,147400
4838,0,0 days 04:05:12.597269730,250307,1,500,408400
3381,0,0 days 04:05:12.601330147,178782,-1,100,1783400
7528,0,0 days 04:05:12.630062377,171808,-1,2300,232200
1103,0,0 days 04:05:12.634464158,259917,1,200,349200
7316,0,0 days 04:05:12.643246971,171812,1,600,467700
6145,0,0 days 04:05:12.654792163,250315,1,100,428800
6145,0,0 days 04:05:12.656218394,250319,1,100,428700
1971,0,0 days 04:05:12.659788392,259921,1,200,1600200
3381,0,0 days 04:05:12.667239324,178798,1,100,1780500
7480,0,0 days 04:05:12.699553651,171816,-1,400,202800
7480,0,0 days 04:05:12.699764998,171820,-1,300,203600
7480,0,0 days 04:05:12.700159899,171824,-1,100,202800
3292,0,0 days 04:05:12.700450888,178802,-1,300,56100
3292,0,0 days 04:05:12.710006483,178806,-1,1100,56100
3292,0,0 days 04:05:12.719861855,178810,-1,400,56100
7480,0,0 days 04:05:12.719984651,171828,1,300,202000
2025,0,0 days 04:05:12.720136690,259925,1,300,2708100
7480,0,0 days 04:05:12.720937499,171832,-1,100,202800
5874,0,0 days 04:05:12.726687488,250323,-1,4200,157600
5874,0,0 days 04:05:12.727698489,250327,-1,2000,157600
5874,0,0 days 04:05:12.728039106,250331,1,1000,157100
5874,0,0 days 04:05:12.728897246,250335,1,1000,157200
5874,0,0 days 04:05:12.729663257,250339,1,1000,157100
3292,0,0 days 04:05:12.730291691,178814,1,300,55800
5874,0,0 days 04:05:12.732251184,250343,-1,400,157500
1730,0,0 days 04:05:12.737616984,259945,-1,1300,126900
1730,0,0 days 04:05:12.737697149,259949,-1,600,126900
1730,0,0 days 04:05:12.737718548,259953,-1,3400,127000
3120,0,0 days 04:05:12.738173403,178818,1,100,202500
738,0,0 days 04:05:12.739056034,259965,1,100,428200
1730,0,0 days 04:05:12.739222043,259969,1,1500,126300
738,0,0 days 04:05:12.739725489,259973,-1,200,429300
1730,0,0 days 04:05:12.739941674,259977,1,300,126500
1730,0,0 days 04:05:12.739950455,259981,-1,300,127000
